label,text
false, Dr. Li Wenliang recommends tea for treatment. Doctors in Wuhan cure COVID-19 with tea.
false, Netflix and Amazon are offering free subscriptions amid the coronavirus outbreak.
false," A WhatsApp forward attributed to CNN claims Dr. Li Wenliang, the whistleblower of the Chinese government’s propaganda about COVID-19, has documented a research report. According to this report, chemicals like Methylxanthine, Theobromine and Theophylline stimulate compounds that can ward off this virus in a human body with at least an average performing immune system."
misleading, Prince Charles tested positive for COVID-19 after meeting Bollywood singer Kanika Kapoor.
false, Finally India got its coronavirus Dashboard. This is the official website for coronavirus updates. This website is updated every four hours. Scroll down for more details; you can know more about coronavirus outbreak in your state by placing your finger on your state on the map.
false, Indian Government has issued a guideline to monitor citizens’ activity; their call and social media handles will be under surveillance.
false," France has canceled fees for electricity, gas, water and rent."
false, The WHO has decreed the “suspension of any and all medical activities.”
false, Puerta de Hierro hospital in Madrid uses a whole floor for the president’s family.
false, A councilor for Podemos in the Canary Islands tweeted that there are “useless elderly dead” that “are left over on the street.”
false," First death from coronavirus in Barranquilla, Columbia."
false, Image and statement from the Prime Minister of Italy.
false, A vaccine for coronavirus has been found.
false, There is no space in the hospitals in Italy because people are crowding outside.
misleading, An Indian politician claimed that the strain of coronavirus in India is a less virulent mutation.
false, An audio that says that MMS or sodium chlorite cures the coronavirus in 24 hours.
false, Viral WhatsApp audio message claims President Buhari and his chief of staff flew out of the country for coronavirus treatment.
false, Video post claiming that inhaling traditional appetizer salt with limestone can cure a COVID-19 infection.
false, Image of a mother unable to feed her suckling as she battles COVID-19.
false, Image of COVID-19 infected Indonesian doctor Hadio Ali watching his daughters from a distance as he bids them final goodbye; the image is said to be posted by his wife.
false, Italian president said that Italy has surrendered to the coronavirus.
false, An image poster states Indian religious leader Mata Amritanandamayi has hidden foreigners in her hermitage and has not allowed them to be tested.
false," Images of the medical facility shared with the claim that the Indian Army set up a 1,000-bed hospital in Rajasthan during the coronavirus pandemic."
false, Demon creature flying above a church in Italy.
false," In Sri Lanka, Sathosa Supermarket trucks bearing the image of former PM Mahinda Rajapaksa are being used to distribute food during current COVID-19 curfew. Text condemns the act by mentioning how ethical is it to carry out such acts during this difficult time and gain political advantage."
false, An audio clip is circulating on Whatsapp claiming that Nagpur (Second Capital of Indian state Maharashtra) has tested 59 positive coronavirus cases including three doctors.
false," A post with a photo claiming that an Italian mother, suffering from COVID-19, hugs her baby"
false," Photo posts claim a person is committing suicide by jumping from a building in Italy, a doctor couple in an Italian hospital a few hours before their death and chaos in an Italian hospital amid COVID-19."
false, A letter supposedly written by Bill Gates where he says that the coronavirus is the corrector of humanity.
false, Vladimir Putin dropped lions in the streets to force the Russians to stay at home.
misleading, Decathlon’s snorkeling masks are used in hospitals to help patients’ breathing.
false, Photos of patients and medical beds on the street showing the situation in Italian hospitals.
false, Why you should not take seriously this card on the efficacy of chloroquine.
false, A message from the CHU in Mans (hospital in France) presenting alarmist arguments to encourage French people to stay home.
false, A list of 10 tips to combat coronavirus from the board member of Stanford hospital: COVID-19 patients don’t have a runny nose; drinking hot water can prevent infection with COVID-19.
false, Pictures of people stranded on hospital beds claimed to be Italians not coping with the pressures of COVID-19 cases; India should learn from Italy’s mistakes and not step out of the house in the 21-day lockdown
false, A picture claims that an Italian man committed suicide after his whole family succumbed to COVID-19
false," Reliance Jio, one of the biggest telecom networks in India, is providing Internet for free during the coronavirus pandemic."
